time_seconds,queue_north,queue_south,queue_east,queue_west,total_queue,action,reward,env_reward,scenario,episode,policy,policy_label,algorithm_type,eta,green_north,green_south,green_east,green_west
487,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
488,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
489,0.0,1.0,0.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
490,0.0,1.0,1.0,0.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
491,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
492,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
493,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
494,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
495,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
496,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
497,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
498,0.0,0.0,2.0,1.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
499,0.0,0.0,1.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
500,0.0,0.0,2.0,0.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
501,0.0,0.0,1.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
502,0.0,0.0,2.0,0.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
503,0.0,0.0,1.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
504,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
505,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
506,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
507,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
508,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
509,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
510,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
511,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
512,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
513,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
514,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
515,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
516,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
517,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
518,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
519,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
520,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
521,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
522,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
523,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
524,0.0,0.0,0.0,1.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
525,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
526,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
527,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
528,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
529,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
530,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
531,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
532,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
533,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
534,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
535,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
536,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
537,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
538,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
539,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
540,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
541,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
542,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
543,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
544,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
545,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
546,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
547,0.0,0.0,1.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
548,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
549,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
550,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
551,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
552,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
553,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
554,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
555,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
556,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
557,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
558,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
559,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
560,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
561,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
562,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
563,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
564,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
565,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
566,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
567,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
568,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
569,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
570,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
571,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
572,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
573,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
574,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
575,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
576,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
577,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
578,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
579,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
580,0.0,0.0,1.0,2.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
581,0.0,1.0,0.0,1.0,2.0,1,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
582,0.0,1.0,0.0,1.0,2.0,1,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
583,0.0,1.0,0.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
584,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
585,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
586,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
587,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
588,0.0,0.0,1.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
589,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
590,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
591,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
592,0.0,0.0,2.0,1.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
593,0.0,1.0,1.0,0.0,2.0,1,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
594,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
595,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
596,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
597,1.0,0.0,0.0,0.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
598,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
599,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
600,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_full_rl,Independent Learner - Full RL,rl_last_episode,,,,,
1,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
2,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
3,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
4,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
5,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
6,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
7,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
8,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
9,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
10,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
11,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
12,0.0,0.0,1.0,1.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
13,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
14,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
15,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
16,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
17,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
18,0.0,0.0,1.0,0.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
19,0.0,0.0,0.0,0.0,0.0,1,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
20,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
21,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
22,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
23,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
24,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
25,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
26,0.0,0.0,1.0,2.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
27,1.0,1.0,1.0,1.0,4.0,1,0.25,-4.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
28,1.0,1.0,0.0,0.0,2.0,1,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
29,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
30,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
31,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
32,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
33,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
34,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
35,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
36,0.0,0.0,1.0,2.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
37,0.0,0.0,0.0,1.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
38,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
39,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
40,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
41,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
42,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
43,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
44,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
45,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
46,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
47,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
48,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
49,0.0,0.0,1.0,2.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
50,0.0,0.0,0.0,1.0,1.0,1,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
51,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
52,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
53,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
54,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
55,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
56,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
57,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
58,0.0,0.0,0.0,1.0,1.0,0,1.0,-1.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
59,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
60,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
61,0.0,0.0,0.0,2.0,2.0,0,0.5,-2.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
62,0.0,0.0,0.0,3.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
63,0.0,0.0,0.0,3.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
64,0.0,0.0,0.0,3.0,3.0,0,0.3333333333333333,-3.0,scenario1_low_demand,59,independent_qplf,Independent Learner - QPLF,rl_last_episode,,,,,
